Images\trainX_140.tif SegmentationClass\trainX_140.png
Images\trainX_957.tif SegmentationClass\trainX_957.png
Images\trainX_536.tif SegmentationClass\trainX_536.png
Images\trainX_341.tif SegmentationClass\trainX_341.png
Images\trainX_820.tif SegmentationClass\trainX_820.png
Images\trainX_197.tif SegmentationClass\trainX_197.png
Images\trainX_464.tif SegmentationClass\trainX_464.png
Images\trainX_69.tif SegmentationClass\trainX_69.png
Images\trainX_1102.tif SegmentationClass\trainX_1102.png
Images\trainX_602.tif SegmentationClass\trainX_602.png
Images\trainX_715.tif SegmentationClass\trainX_715.png
Images\trainX_678.tif SegmentationClass\trainX_678.png
Images\trainX_287.tif SegmentationClass\trainX_287.png
Images\trainX_50.tif SegmentationClass\trainX_50.png
Images\trainX_172.tif SegmentationClass\trainX_172.png
Images\trainX_100.tif SegmentationClass\trainX_100.png
Images\trainX_575.tif SegmentationClass\trainX_575.png
Images\trainX_1009.tif SegmentationClass\trainX_1009.png
Images\trainX_559.tif SegmentationClass\trainX_559.png
Images\trainX_134.tif SegmentationClass\trainX_134.png
Images\trainX_647.tif SegmentationClass\trainX_647.png
Images\trainX_702.tif SegmentationClass\trainX_702.png
Images\trainX_468.tif SegmentationClass\trainX_468.png
Images\trainX_985.tif SegmentationClass\trainX_985.png
Images\trainX_528.tif SegmentationClass\trainX_528.png
Images\trainX_483.tif SegmentationClass\trainX_483.png
Images\trainX_318.tif SegmentationClass\trainX_318.png
Images\trainX_1010.tif SegmentationClass\trainX_1010.png
Images\trainX_778.tif SegmentationClass\trainX_778.png
Images\trainX_105.tif SegmentationClass\trainX_105.png
Images\trainX_668.tif SegmentationClass\trainX_668.png
Images\trainX_31.tif SegmentationClass\trainX_31.png
Images\trainX_400.tif SegmentationClass\trainX_400.png
Images\trainX_984.tif SegmentationClass\trainX_984.png
Images\trainX_115.tif SegmentationClass\trainX_115.png
Images\trainX_706.tif SegmentationClass\trainX_706.png
Images\trainX_452.tif SegmentationClass\trainX_452.png
Images\trainX_161.tif SegmentationClass\trainX_161.png
Images\trainX_896.tif SegmentationClass\trainX_896.png
Images\trainX_853.tif SegmentationClass\trainX_853.png
Images\trainX_61.tif SegmentationClass\trainX_61.png
Images\trainX_5.tif SegmentationClass\trainX_5.png
Images\trainX_790.tif SegmentationClass\trainX_790.png
Images\trainX_1023.tif SegmentationClass\trainX_1023.png
Images\trainX_102.tif SegmentationClass\trainX_102.png
Images\trainX_1014.tif SegmentationClass\trainX_1014.png
Images\trainX_780.tif SegmentationClass\trainX_780.png
Images\trainX_980.tif SegmentationClass\trainX_980.png
