Images\trainX_0.tif SegmentationClass\trainX_0.png
Images\trainX_916.tif SegmentationClass\trainX_916.png
Images\trainX_919.tif SegmentationClass\trainX_919.png
Images\trainX_92.tif SegmentationClass\trainX_92.png
Images\trainX_920.tif SegmentationClass\trainX_920.png
Images\trainX_921.tif SegmentationClass\trainX_921.png
Images\trainX_922.tif SegmentationClass\trainX_922.png
Images\trainX_925.tif SegmentationClass\trainX_925.png
Images\trainX_926.tif SegmentationClass\trainX_926.png
Images\trainX_927.tif SegmentationClass\trainX_927.png
Images\trainX_934.tif SegmentationClass\trainX_934.png
Images\trainX_935.tif SegmentationClass\trainX_935.png
Images\trainX_936.tif SegmentationClass\trainX_936.png
Images\trainX_937.tif SegmentationClass\trainX_937.png
Images\trainX_938.tif SegmentationClass\trainX_938.png
Images\trainX_939.tif SegmentationClass\trainX_939.png
Images\trainX_940.tif SegmentationClass\trainX_940.png
Images\trainX_941.tif SegmentationClass\trainX_941.png
Images\trainX_942.tif SegmentationClass\trainX_942.png
Images\trainX_943.tif SegmentationClass\trainX_943.png
Images\trainX_946.tif SegmentationClass\trainX_946.png
Images\trainX_947.tif SegmentationClass\trainX_947.png
Images\trainX_948.tif SegmentationClass\trainX_948.png
Images\trainX_95.tif SegmentationClass\trainX_95.png
Images\trainX_950.tif SegmentationClass\trainX_950.png
Images\trainX_951.tif SegmentationClass\trainX_951.png
Images\trainX_952.tif SegmentationClass\trainX_952.png
Images\trainX_953.tif SegmentationClass\trainX_953.png
Images\trainX_954.tif SegmentationClass\trainX_954.png
Images\trainX_955.tif SegmentationClass\trainX_955.png
Images\trainX_956.tif SegmentationClass\trainX_956.png
Images\trainX_961.tif SegmentationClass\trainX_961.png
Images\trainX_963.tif SegmentationClass\trainX_963.png
Images\trainX_965.tif SegmentationClass\trainX_965.png
Images\trainX_967.tif SegmentationClass\trainX_967.png
Images\trainX_968.tif SegmentationClass\trainX_968.png
Images\trainX_969.tif SegmentationClass\trainX_969.png
Images\trainX_974.tif SegmentationClass\trainX_974.png
Images\trainX_976.tif SegmentationClass\trainX_976.png
Images\trainX_979.tif SegmentationClass\trainX_979.png
Images\trainX_982.tif SegmentationClass\trainX_982.png
Images\trainX_983.tif SegmentationClass\trainX_983.png
Images\trainX_986.tif SegmentationClass\trainX_986.png
Images\trainX_987.tif SegmentationClass\trainX_987.png
Images\trainX_989.tif SegmentationClass\trainX_989.png
Images\trainX_991.tif SegmentationClass\trainX_991.png
Images\trainX_996.tif SegmentationClass\trainX_996.png
Images\trainX_999.tif SegmentationClass\trainX_999.png
